,tweets,likes,time
42,"Two years ago, we launched Dog Mode. Send us your best pics! https://t.co/iXVazZJP3B",60211,2021-02-18 17:00:14
43,Winter at Giga Texas https://t.co/eqL8lPICKe,133924,2021-02-16 15:51:30
44,Winter at Giga Berlin https://t.co/ZyUwqWWY7S,72536,2021-02-13 06:06:36
45,RT @elonmusk: Happy New Year of the Ox! https://t.co/9WFKMYu2oj,0,2021-02-12 01:17:06
46,RT @elonmusk: Giga Berlin progress https://t.co/ekpG5qcbUi,0,2021-02-07 07:29:57
47,It can cast front &amp; rear vehicle underbodies in a single piece each — down from 70+ parts for same sections previously,9683,2021-02-05 01:36:17
48,World’s biggest die casting machine https://t.co/MegnFPKQfh,30115,2021-02-05 01:36:17
49,Proud to have scored 100/100 in LGBTQ equality for the 6th year in a row 🏳️‍🌈 https://t.co/zz3PeKRRSL,14781,2021-02-01 18:28:16
50,RT @elonmusk: Plaid Model S ships next month https://t.co/HFUPTnQiPB,0,2021-01-28 11:24:28
51,"Plaid Model X has the quickest acceleration of any SUV by far, at 2.5 seconds 0-60",6483,2021-01-28 08:07:33
52,Plaid Model S is the first production car to achieve 0-60 in under 2 seconds,7759,2021-01-28 08:07:33
53,"You can play The Witcher 3, Cyberpunk &amp; many more",3527,2021-01-28 08:07:33
54,"New Model S &amp; Model X just launched

Details https://t.co/7Ol1BvJoj8",19143,2021-01-28 08:07:32
55,"Also, Model 3 frunks https://t.co/Up848EP3mk",13666,2021-01-24 18:09:57
56,Stamping Model Y body parts at our Fremont factory https://t.co/qbLrYowJRC,47593,2021-01-24 18:00:49
57,欢迎! Model Y deliveries in China have officially begun 🚘🇨🇳 https://t.co/fG5aax1k2b,35691,2021-01-18 15:17:18
58,Come work on cell / battery production at Giga Texas &amp; Giga Berlin! https://t.co/PhsI5bb0uD https://t.co/jEUatMLDmE,41566,2021-01-17 21:08:21
59,"The best crash is no crash — with Autopilot enabled, you are 7x less likely to be involved in an accident.

Comes standard with every Tesla, at no additional cost. https://t.co/C7no6bBwGc",15842,2021-01-14 21:32:45
60,"Large crumple zones, rigid body structure &amp; low center of gravity really make a difference https://t.co/Gmwoh7a1gz",57038,2021-01-14 04:23:25
61,"Model Y awarded 5-star safety rating in every category!
https://t.co/dgbQWofpjf",44019,2021-01-13 23:57:25
62,"RT @TonyChoMrMagic: I just installed the largest (44KW) solar roof in Florida  @teslaenergy @ ChoZen Retreat @livechozen, Thank you @elonmu…",0,2021-01-09 16:34:03
63,The 7-seater option is now available for order on Model Y https://t.co/XLu84G3GJc,24668,2021-01-08 22:36:56
64,"Model Y Standard Range is now available to order for $41,990
 
- 244 mile range (EPA est.)
- Rear-wheel drive
- 0-60mph in 5.3s
- Premium interior
- Autopilot
- Towing capacity of 3,500 lbs.

https://t.co/dU9HoFqQIc",11791,2021-01-08 22:35:08
65,"In 2020, we produced and delivered half a million cars. Huge thanks to all those who made this possible.
https://t.co/q43vz6RMhd",65848,2021-01-02 14:32:15
66,"Order solar panels before the solar tax credit drops at the end of this year. Pair with Powerwall to experience no more blackouts!
https://t.co/gvX4KnG2ca",10375,2020-11-11 19:26:15
67,20k Superchargers and counting https://t.co/urudyt9Eui,69918,2020-11-08 17:38:55
68,"There's no place like home..especially if it has a Solar Roof.

This Kansas ranch got theirs installed in 4 days.",25391,2020-10-16 23:51:34
69,In-car footage from Sunday’s Plaid Model S run at Laguna Seca https://t.co/rwQDBFCWoH,43886,2020-09-23 04:05:38
70,The only thing beyond Ludicrous is Plaid,19108,2020-09-23 04:00:07
71,Tesla Battery Day starts now!,12954,2020-09-22 21:06:52
72,Aka 162 hours of uninterrupted wifi https://t.co/fvm8Y5oERB,7610,2020-08-20 15:58:14
73,"Big updates in 🇨🇦 

– Trans-Canada Supercharging ✅ 
– Model Y deliveries ✅ 
– Leasing for Model Y &amp; Model 3 🎯
https://t.co/gyFBEIsjSP",17566,2020-08-18 22:14:35
74,RT @UndecidedMF: In Tesla’s Q2 earnings call they dropped the little bombshell that Tesla's solar panels cost $1.49 per watt after incentiv…,0,2020-08-14 16:25:26
75,Live roof &gt; Dead roof https://t.co/scCQ1UXUJb,21051,2020-08-07 20:20:59
76,Looking up in Model Y https://t.co/iAfpJ491Zz,52950,2020-08-06 00:58:38
77,Tesla Q2 Vehicle Safety Report https://t.co/C7no6bBwGc,12889,2020-08-01 03:44:51
78,https://t.co/jmkacbRb5D,30687,2020-07-22 21:57:41
79,"Tesla Q2 2020 Vehicle Production &amp; Deliveries | Tesla, Inc. https://t.co/hgJDXLWmBg",16393,2020-07-02 18:30:16
80,https://t.co/26o1bAP14v,20878,2020-06-20 20:44:50
81,https://t.co/MROOCn4w9f,15452,2020-06-09 02:00:25
82,https://t.co/X9dzVXLBLx,42695,2020-05-10 02:22:59
83,"Tesla wins 5/6 Kelley Blue Book awards

🏆 Best Overall
🏆 Best Value
🏆 Most Refined
🏆 Best Performance
🏆 Best Styling",33006,2020-04-09 00:41:11
84,Engineering update on the Tesla ventilator,38878,2020-04-05 23:18:35
85,@UCLAHealth @elonmusk @3M Glad we can help! We’re sending masks and supplies to as many hospitals as we can.,1412,2020-03-22 20:30:51
86,"Model Y deliveries begin!

https://t.co/ZhuiM5MTOf https://t.co/3gX6MBPmhp",39178,2020-03-16 17:40:52
87,"Giga New York built 4MW of Solar Roof last week, enough for up to 1000 homes!",20137,2020-03-15 02:51:41
88,Track Mode V2 for Model 3 Performance introduces more advanced handling customization and lap data recording.,7852,2020-03-10 15:09:48
89,Art of the Roof,48000,2020-03-05 20:24:59
90,"Model 3 recently earned the 2020 IIHS Top Safety Pick+ Award. Winning cars are selected on their ability to protect people inside and outside the car 
👍🏻🚘",17507,2020-03-04 19:00:24
91,"Solar Roof is taking off across the US. Become a Solar Roof installer today, no experience needed!

https://t.co/qX1lEPlkNQ https://t.co/EQKWaoSiqH",28908,2020-02-16 01:23:24
92,Roofs never looked so good https://t.co/kC0NQAuklW https://t.co/tPW7rJtNHQ,37603,2020-02-09 22:06:29
93,"There is no ""unintended acceleration"" in Tesla vehicles

https://t.co/BcYrcX03A4",15913,2020-01-20 20:29:16
94,"We just delivered our first customer cars from Gigafactory Shanghai, marking only one year from when the teams broke ground on the site. https://t.co/UfUxEyRQv0",19224,2020-01-07 10:06:18
95,"What a way to close out 2019, and this is only just the beginning. 
Congratulations to the Shanghai team! https://t.co/N6U8qlTPWp",16274,2019-12-30 03:30:06
96,"Trans-Canada Supercharger route from Vancouver to Halifax is now open! 🇨🇦⚡
Over half the locations are V3 for the fastest charging speeds. https://t.co/42mnW3hNL5",22064,2019-12-24 17:52:26
97,Money printers for all https://t.co/wYCAzV25e3,8761,2019-12-14 03:39:40
98,Enjoy charging your car with the sun https://t.co/vMTE5aE8uY,10320,2019-12-13 00:11:49
99,Just in case you make your roofing decisions based on slo mo videos https://t.co/6bggrC7yxu,16950,2019-12-06 22:42:37
100,Model X just earned 5 stars from Euro NCAP in safety testing,23014,2019-12-04 17:32:31
101,I'm gonna tell my kids this is the first pick-up https://t.co/RyNcYfIZ33,53749,2019-11-23 20:53:51
102,RT @MotorTrend: The MotorTrend team visited @Tesla twice during the development of #Cybertruck. Six exclusive stories and five videos at ht…,0,2019-11-22 19:59:46
103,"More utility than a pick-up
Better performance than a sports car

https://t.co/28RWdWLYMi",26824,2019-11-22 18:57:07
104,"Cybertruck Unveil livestream starts at 8pm 
https://t.co/BhTBgNqeWQ https://t.co/qzKnsIkkms",25354,2019-11-22 02:06:51
105,"Cybertruck Unveil starts at 8

Stay tuned for livestream https://t.co/zrbsoKKLd7",48639,2019-11-21 20:26:39
106,@tesletter Weekly screen time report got too high,1135,2019-11-13 23:08:01
107,"We were very honored to accept one of Europe's most prestigious awards yesterday, Das Goldene Lenkrad (the Golden Steering Wheel), with Model 3 scoring the highest of all tested cars 🏆",24873,2019-11-13 20:07:36
108,"Solar Roof uses durable glass solar tiles to generate electricity.
 
Our latest version only takes a few days to set up and is comparable to the cost of a composition shingle roof + electrical bill.
 
Installations begin next month.
https://t.co/27tB768e9e",11760,2019-10-25 23:33:48
109,Submit questions for our Solar Roof Q&amp;A ahead of our 2pm launch:,8509,2019-10-25 18:31:12
110,"Join us at 2pm PT today to learn all about our V3 Solar Roof product. 

Visit https://t.co/rd0ILdpzRL to listen in.",3096,2019-10-25 16:30:49
111,"One of us, One of us.

Become a Production Associate: https://t.co/eatwqqWhdC https://t.co/fr3JuYnVb0",3936,2019-10-17 18:18:44
112,@WilliamLaitinen @elonmusk Spookercharger,200,2019-10-16 20:12:43
113,yesterday we almost tweeted that we have a great rash lab instead of crash lab and we all had a good laugh as we all had a good scratch https://t.co/10oLEtnuM4,5799,2019-10-16 14:39:55
114,@Tyl3rjam3s don't,303,2019-10-16 14:13:32
115,@HarryStoltz1 F,531,2019-10-15 20:32:17
116,"Do you want a sneak peek of our crash lab?

Of course you do. 

It’s one of the reasons why Model 3 is among the safest cars on the road.
https://t.co/jQxWizz0ea",10359,2019-10-15 20:20:15
117,RT @elonmusk: Get Tesla Solar plus Powerwall battery for 24/7 clean power &amp; no more blackouts! https://t.co/mDoPO17YB9,0,2019-10-14 16:22:29
118,@Super_modi_ we're good,97,2019-10-09 17:11:45
119,@Super_modi_ CAR,1309,2019-10-09 17:01:36
120,@Super_modi_ CAR-aoke guys,1640,2019-10-09 17:01:24
121,Caraoke is all fun and games until you alienate your children by knowing every single word to Let It Go.,21219,2019-10-09 17:00:11
122,@PPathole First of all how dare you,437,2019-10-04 17:24:01
123,@kabirakhtar this guy Pragues,249,2019-10-04 15:00:34
124,@AlexSibila https://t.co/0vThQsXBs8,575,2019-10-04 14:48:05
125,(this is the worst tweet we have ever done),6581,2019-10-04 14:26:27
126,"Czech (…) it out - orders for Tesla vehicles in the Czech Republic are now open!
https://t.co/GHk5BIOsip",6825,2019-10-04 14:26:10
127,@slye we also swore you to secrecy about being sworn to secrecy yet here we are,5400,2019-10-03 16:21:29
128,@ZainRaz4 that's just called a kidnapping Zain,10539,2019-10-03 16:18:44
129,It's in our V  .̷̛͙̪̀͑̐͌̍͛̑͆͗͐̀͆̿͗͘̕͠͠.̶̨̢̧̧̛̫̱̯̠̮͇̤̠̫̯̺̪̭̻͇͚̅̎͂̀̀̔̃̃́̈́̈́̒͋̏̓̓̓̓̀̆̄͋̎̈̏͠ͅ  update,19343,2019-10-03 16:18:08
130,"has anyone found the Easter Egg in your Tesla which releases Cthulhu, our dark lord?",61000,2019-10-03 16:15:17
131,"let's all take a moment and think of our friends and family who can't watch videos, sing karaoke and play videogames with their car",24355,2019-10-02 15:28:46
132,"@Kristennetten you wouldn't believe how far their reach is Kristen, we live under their shadow",267,2019-09-27 20:13:11
133,"147,730.9 gallons of maple syrup to be exact. But, also, it is an inexact science unless we have a volunteer who loves maple syrup.

(We also apologize to 7-year-olds everywhere for this tweet)",4115,2019-09-27 18:38:26
134,"When a child turns 7 they:
• Scream
• May or may not poop themselves
 
When our Supercharger network turns 7 it:
• Churns out as much energy in 1 day as eating 147k gallons of maple syrup (2.25GWh)
• Will be coming to Saskatchewan and Manitoba soon 🇨🇦
https://t.co/FqARLqL35g",7737,2019-09-27 18:36:49
135,"@hulu @netflix @Spotify Basically, Version 10.0 is so good you’re going to want to name your children after it. Especially if it’s your tenth child.

The update is rolling out over the next week and you can try it in one of our stores.

See what else is packed into the update: https://t.co/4HvNK8tHxD",3036,2019-09-26 19:25:49
136,"@hulu @netflix @Spotify Before V10: 
I love waking my kids up with my Tesla’s chimes, it’s great. It’s the best when they’re awake and crying.

After V10: 
Quieter chimes in Joe Mode keeps my spawn in a peaceful slumber. Life is good.",2404,2019-09-26 19:25:11
137,"@hulu @netflix @Spotify You don’t know what to do. You don’t know what to eat.

You trust the opinion of strangers, but you don’t want to talk to them.

With V10, your Tesla can direct you to the nearest highly rated places and the best food. You just need to say whether you’re feeling 🍀 or 😋. https://t.co/KVayDPEAtu",2344,2019-09-26 19:24:56
138,"@hulu @netflix @Spotify Do you have friends? 

Make them into enemies with your questionable taste in music AND your awful singing voice with Car-aoke.

(We didn’t post a video because you don’t want to hear Tesla engineers belting out Old Town Road. Trust us.)",2539,2019-09-26 19:22:17
139,"@hulu @netflix @Spotify is here.

Get excited. https://t.co/XlrRqQXM5w",7928,2019-09-26 19:22:01
140,"Tesla Theater turns your car into your living room while parked, so you can: 

• Make everyone watch that AMAZING YouTube video you HAVE to see (which you definitely don’t have to see) 
• Watch live TV on @hulu 
• @netflix &amp; charge",3415,2019-09-26 19:20:52
141,"Where have you parked your Tesla?

But also, who cares?

Our Smart Summon feature means your car collects *you* from the parking lot. https://t.co/boEtjJlY1V",5044,2019-09-26 19:20:02
142,"First up: Cuphead. 

In this run-and-gun game you: 
• have a cup for a head 
• have gambled your soul with the Devil (and lost) 
• and have to collect souls (with the help of little finger guns) 

Get ready to have fun, but also get ready to rage quit. A lot. https://t.co/42HPDuk7o6",2916,2019-09-26 19:18:16
143,"Software Version 10.0: Your brand new Tesla is here.

Buckle up, we have a lot to get through ⬇️",19018,2019-09-26 19:16:45
144,RT @Nnedi: One of the highlights of my day is hitting the accelerator while driving my @Tesla. 🚀 https://t.co/f5wdbAbQGl,0,2019-09-25 19:54:37
145,"Do you ever dream of a day when it’s not ‘electric vehicle’, it’s just ‘vehicle’",32535,2019-09-25 16:32:31
146,Powerwall is all fun and games until the whole neighbourhood crowds into your garage’s sports bar because you’re the only one with electricity. https://t.co/EYYSRL4vdL,12677,2019-09-24 20:09:45
147,@Kristennetten please don't post our R&amp;D projects Kristen,1057,2019-09-24 18:22:45
148,does she ever ask you what you're thinking and you say 'nothing' but you're actually thinking about whether Tesla secretly employs thousands of tiny hamsters to power their cars and it's not batteries at all https://t.co/dtappy2ZXk,52758,2019-09-24 16:54:05
149,RT @RahulPrasad74: @Tesla @elonmusk Thank you for an amazing experience in our #Model3Au We are loving being part of the revolution..This i…,0,2019-09-23 20:11:59
150,@cornish07 yeah they have them in Basel too: https://t.co/hkCFdobW6Q,389,2019-09-23 15:09:53
151,@negativescope it can be arranged between consenting adults,399,2019-09-23 15:06:57
152,"To be clear: don't break the law to get a test drive. 

Just schedule one with us instead: https://t.co/r2r9pe6Zso",6433,2019-09-23 15:05:35
153,Wonder how many Bargersville residents are going to get themselves arrested just so they can have a test ride https://t.co/VFjKUEhnNR,22470,2019-09-23 15:05:17
154,"⠀         (\__/) 
   ⠀  (•ㅅ•) Tesla Powerwall
　＿ノ ヽ ノ＼ __ 
/　`/ ⌒Ｙ⌒ Ｙ　ヽ 
( 　(三ヽ人　 /　　 |
|　ﾉ⌒＼ ￣￣ヽ　 ノ
ヽ＿＿＿＞､＿＿_／ 
　　 ｜( 王 ﾉ〈  (\__/) 
　　 /ﾐ`ー―彡\ (•ㅅ•) me wanting to play Teenage Dirtbag on repeat during a power grid blackout",36016,2019-09-22 15:57:44
155,"It's almost like using the daily free energy pumped out by the sun instead of fossil fuels is a no-brainer.
https://t.co/2w5mCBZasB",16687,2019-09-21 15:41:02
156,"“What do you think of electric cars?”

*excited screaming* https://t.co/AJEKGydTaq",8178,2019-09-20 15:24:55
157,Anyone riding a UFO out of Area 51 today can recharge at our nearby Supercharger in Beatty. One day only. https://t.co/3mKU0UGWBr,63702,2019-09-20 14:06:27
158,"Until then, auf Wiedersehen Germany 👋

Here’s some of our initial Model S Plaid data to keep you buzzing until we return: https://t.co/cWk9EModcM",5675,2019-09-19 17:42:37
159,"Data from our track tests indicates that Model S Plaid can achieve 7:20 at the Nürburgring. 

With some improvements, 7:05 may be possible when Model S returns next month.",10009,2019-09-19 17:41:04
160,"Model 3 has earned the IIHS 2019 Top Safety Pick+ Award, earning top scores across all eight tests covering crashworthiness, occupant protection, crash avoidance, and headlight systems.",20701,2019-09-19 04:03:20
161,@FredericLambert nope,1629,2019-09-18 18:12:57
162,@DMC_Ryan 💪🔋,749,2019-09-18 18:07:17
163,"We installed a Supercharger at Nürburgring. Makes it feel like home, you know? https://t.co/x1tPjI7bi0",41390,2019-09-18 18:00:19
164,"Plans for tonight:
• playing The Sims
• naming a character Internal Combustion Engine
• making them go for a swim
• deleting the swimming pool ladder",35907,2019-09-17 15:10:35
165,@Cardoso Convince your spouse to rename themselves as Tesla,361,2019-09-16 17:03:59
166,You can't actually marry your Tesla (sorry) but this is the next best thing: https://t.co/z3KLrGtL1J,9071,2019-09-16 17:01:12
167,What's the first thing in your Tesla that you showed your grandparents? https://t.co/IvtxH1lQyC,5000,2019-09-15 19:51:29
168,Jk no one ever gets tired of Africa by Toto,10776,2019-09-14 21:17:57
169,What's your go-to tune for showing off your car's sound system and making your neighbors call the police because its 2am and they're tired of hearing Africa by Toto?,12771,2019-09-14 21:17:08
170,"The next time a badger hails down your Tesla, do the right thing and leave them on the road because badgers are wild animals and will definitely rip up your seats.
https://t.co/Yb5jz1Tvzc",4984,2019-09-13 16:05:51
171,@florentderue It's not a haunted house if the lights are on,472,2019-09-12 21:18:02
172,"Just to be 100% clear, Powerwall would still work great in the world's ugliest home too https://t.co/N5Zuk6Lv3T",3876,2019-09-12 21:12:37
173,@correctoman2011 @WeatherTechRcwy A member of the Tesla development team (amateur driver),1025,2019-09-12 01:14:37
174,"*~ Some personal news ~*

We lapped Laguna Seca @WeatherTechRcwy in 1:36.555 during advanced R&amp;D testing of our Model S Plaid powertrain and chassis prototype

(That’s a second faster than the record for a four-door sedan) https://t.co/OriccK4KCZ",13423,2019-09-12 01:08:17
175,Also great news if you want to power your commute with the sun instead of toxic &amp; polluting gas: solar panels are now an eligible product for referral benefits too,3438,2019-09-10 17:50:09
176,"You can now get 2k miles of free Supercharging for you *and* a friend via our referral program.

...great news for those of you who love posting your referral code in our Twitter replies (RIP my mentions)",6931,2019-09-10 17:50:09
177,"Aurora Borealis ✅
Blue Lagoon ✅
Sustainable energy ✅
Reykjavík service center ✅
Tesla vehicle orders open for Iceland NOW 🙌",8249,2019-09-09 06:27:17
178,"Kids are actually our best customers, so even when you have a child they’ll also only ever congratulate you on getting a Tesla.",7032,2019-09-08 17:33:47
179,"{\__/}            {\__/}
( • . •)         (• - • )
/ &gt;  👶       / &gt; &lt; \ 
Baby?        no

{\__/}            {\__/}
( •_•)      ✨(• . • ) ✨ 
/ &gt;  🚗       \/       \/
Tesla?        congratulations https://t.co/4FwmEniHoZ",24386,2019-09-08 17:32:48
180,This was our first attempt... https://t.co/XItV9gtdR1,29168,2019-09-07 16:59:45
181,"Our Model X towed a plane once and now we're in the 2020 Guinness World Records book.

So…how's your day going? https://t.co/MTfi6Wyh7y",42309,2019-09-07 16:58:06
182,(Reminder: your Tesla is also kind of the world’s greatest tent.),4204,2019-09-06 20:17:20
183,🍁 brb putting our epic panoramic glass roof to work in the Canadian wilderness 🍁 https://t.co/2ACgE5TW2C,6054,2019-09-06 20:16:49
184,Model 3 has landed in Hong Kong (who's excited) https://t.co/rYLQmygZB8,15845,2019-09-05 18:28:23
185,"can we all just agree that pumping out carbon monoxide, carbon dioxide, particulate matter, nitrogen oxide and sulphur dioxide from cars on all the streets around the world is maybe a bad idea",55805,2019-09-04 19:56:45
186,"@_flofar first dogs, which are great enough to begin with, and then a whole mode. What a world to live in.",976,2019-09-03 20:59:35
187,@MKBHD those first three seconds just getting the seatbelt on are a little underwhelming to be fair,5229,2019-09-03 20:56:43
188,Tell us about *that moment* when you knew you needed a Tesla,13520,2019-09-03 20:48:12
189,@ZainRaz4 We now go live to Australia... https://t.co/tPjQAzRDN9,1521,2019-09-01 19:16:54
190,Tesla is the kangaroo of the automotive world because we raise little Teslas in the frunks of our cars.,7940,2019-09-01 18:57:21
191,Model 3 has arrived in Australia 🦘 https://t.co/lXpeWxG4Pj,29307,2019-09-01 18:56:36
192,"@Sofiaan @peta yep, includes the steering wheel",1148,2019-08-31 21:02:18
193,Model 3 interior is now 100% leather-free 🐄 https://t.co/2F47zp8A4T,23772,2019-08-31 21:00:21
194,in fairness to ourselves we literally only rolled this feature out 5 minutes ago,10039,2019-08-30 20:06:14
195,"Customer: There’s a dent on the front-ish-side-quarter-half panel, under the second fold.
 
Tesla: 
 
Tesla: you can now send us a photo through your Tesla mobile app when scheduling service
 
Customer: cool, I didn’t know that

Tesla: blame our social media team https://t.co/fkIXOCMvg3",13025,2019-08-30 20:05:20
196,"Voilà, we’ve unlocked even more power in our European Superchargers.
 
C’est très speedy. https://t.co/AV89PfXtld",5245,2019-08-29 17:52:38
197,Algorithm update in progress,3287,2019-08-28 23:06:38
198,We're making some updates to Tesla Insurance and will be back online shortly.,3516,2019-08-28 22:49:26
199,"Tesla Insurance launches today in California to offer better rates for Tesla owners.

https://t.co/rDjbEvBxzY",9261,2019-08-28 19:55:12
