,tweets,likes,time
47,"@BuhoMudo Hello, we are sorry this has been your experience. Please send us a DM with more details about your concerns. For security purposes, please don't include any account numbers. Thank you. - Alex https://t.co/olzw5ueFSh",0,2021-07-01 21:15:32
48,"@_whittyk To get through to a representative please call us anytime at 1-800-TO-WELLS (1-800-869-3557) and dial ""0"" when prompted for information. -Serge",0,2021-07-01 21:11:07
49,"@pudgeylumpkins Thank you for reaching out to us today, Sara. For further assistance with your digital wallet, please contact our online customer support team at 1-800-956-4442. -Josh",0,2021-07-01 20:24:14
50,"@artquiltmaker Hello, I’m truly sorry to see this. In a DM, please provide more details as to what happened. For your security, please don't include any account numbers. I will try my best to help. -Angie https://t.co/olzw5ueFSh",0,2021-07-01 19:28:29
51,"@shermanadriana Hello, I’m truly sorry to see this. In a DM, please provide more details as to what happened. For your security, please don't include any account numbers. I will try my best to help. -Angie https://t.co/olzw5ueFSh",0,2021-07-01 19:09:28
52,@RGSTitle Hi there. I’m happy to see you had a great experience with Tony. Thanks so much for sharing your experience! -AJ https://t.co/olzw5ueFSh,1,2021-07-01 18:31:01
53,"@RamadaWhite I'm sorry to see you feel this way. What happened? If there's something you need assistance with, please tell us about it in a DM (no account numbers). We are here to help. -Serge https://t.co/olzw5ueFSh",0,2021-07-01 18:25:48
54,@WendieSlater Thank you for making us aware of this. Please send an email with the text message copy (no screenshots) to reportphish@wellsfargo.com and delete it. You will receive an automated response. -Serge https://t.co/olzw5ueFSh,1,2021-07-01 18:22:09
55,"@lilhovx We didn't mean to upset you. Please tell us more about what happened through DM along with your name, address, and phone number (no account numbers). We're here to help. -Hanj https://t.co/olzw5ueFSh",0,2021-07-01 18:21:44
56,"@boogers4all I'm sorry to see you feel this way. What happened? If there's something you need assistance with, please tell us about it in a DM (no account numbers). We are here to help. -Serge https://t.co/olzw5ueFSh",0,2021-07-01 18:03:44
57,"@JayUsel I am sorry you've had this experience with us. I would like to make sure we address any issues you are having. Please provide more information about your experience with us in a DM, as well as your full name, phone number, and address (no account numbers). -Josh https://t.co/olzw5ueFSh",0,2021-07-01 18:00:22
58,"Millions of small business owners persevered and made a way this past year. We’re celebrating them by unveiling a new ""Open"" sign created by our first ever Artist in Residence, @yeshidesigns",15,2021-07-01 18:00:00
59,"@ryndice Please forward any phishing text scams to reportphish@wellsfargo.com. For additional information, you can visit us at https://t.co/teeigHya0g. -Juana",0,2021-07-01 17:53:42
60,@yeshidesigns We are truly inspired by the resiliency of small business owners who have persevered and made a way. Thank you for helping us celebrate them and tell their story.,0,2021-07-01 17:48:53
61,@WendieSlater Thank you so much for letting us know about this. Please forward the phishing text to reportphish@wellsfargo.com. -Juju,0,2021-07-01 17:21:12
62,"@reallyjustagirl Hello, we noticed your tweet. We are truly sorry to hear this. Please send us a DM with your full name, phone number, and more details about your concerns. For security purposes, please don't include any account numbers. Thank you. - Alex https://t.co/olzw5ueFSh",0,2021-07-01 17:17:02
63,"@Joannnoe1 Hello, I’m truly sorry to see this. In a DM, please provide more details as to what happened. For your security, please don't include any account numbers. I will try my best to help. -Angie https://t.co/olzw5ueFSh",0,2021-07-01 17:04:25
64,"@SayrahDatIs Hi there. I’d like to better understand what happened and try to assist with any outstanding concerns. Without sharing loan or account numbers, please DM some more information about this situation. Thanks in advance. -Shaun https://t.co/olzw5ueFSh",0,2021-07-01 16:56:48
65,"@Disc0C0wb0y I'm sorry to see this, Will. What made you feel this way? Is there something I can look into for you? If you need assistance, please send us a DM with the details (no account numbers). I will do my best to assist you. Thank you. -Loni https://t.co/olzw5ueFSh",0,2021-07-01 16:40:43
66,"@femalemsktr My apologies, I provided the wrong link. Please visit: https://t.co/5LxtbCNFR0, for further information on how to avoid monthly service fees. Thank you. -Angie",0,2021-07-01 16:19:30
67,"@Roger_Sherman I am truly sorry to hear about your experience, Roger. To address this matter, please send us a DM with more details of what has happened, the name of the teller along with your full name and phone number (no account numbers). I want to be sure this matter is reviewed. -Loni https://t.co/olzw5ueFSh",0,2021-07-01 15:40:41
68,"@femalemsktr Hello, I’m truly sorry to see this. In a DM, please provide more details as to what happened. For your security, please don't include any account numbers. I will try my best to help. -Angie https://t.co/olzw5tX4tH",0,2021-07-01 15:05:14
69,"@llarson_DC Hello, I’m truly sorry to see this. In a DM, please provide more details as to what happened. For your security, please don't include any account numbers. I will try my best to help. -Angie https://t.co/olzw5tX4tH",0,2021-07-01 15:04:14
70,RT @WFInvesting: How might changes in the housing market impact economic recovery? Veronica Wills shares some perspective. #economy #RealEs…,0,2021-07-01 14:29:45
71,@dennisferice You're welcome. -Angie,0,2021-07-01 14:20:57
72,@mayachamere Hello! We are legally required to ask this for record and security purposes. -Noemie,0,2021-07-01 13:27:26
73,"@Nadesico2823 Hello, I’m truly sorry to see this. In a DM, please provide more details as to what happened. For your security, please don't include any account numbers. I will try my best to help. -Angie https://t.co/olzw5ueFSh",0,2021-07-01 13:15:04
74,@amarzerati What about on Twitter too?! Happy Birthday!,2,2021-07-01 13:05:49
75,@amfire12 Hi. We apologize for the inconvenience. Restrooms are often located within a secured section of the branch. -Noemie,0,2021-07-01 12:36:07
76,@champagne__dd Can you tell me what happened that caused you to have this opinion of us (no account numbers)? -Hanj https://t.co/olzw5ueFSh,0,2021-07-01 12:26:03
77,"@PhoenixxSh00des Hi, I appreciate you reaching out. To get help with your mobile banking access, it's best to directly connect with one of our Online and Mobile banking specialists at 1-800-956-4442. Thank you. -Noemie",0,2021-07-01 12:23:28
78,"@DemetriusMartin Appreciate the clarification. Please send us a DM with more details (no account numbers) about what happened, along with your full name and phone number. We'll review your concern and help in any way we can. -Karla https://t.co/olzw5ueFSh",0,2021-07-01 05:36:10
79,"@DemetriusMartin We add your direct deposit amount to your Available Balance on the same day we receive your deposit. If you’re expecting a direct deposit and haven’t received it, please contact the agency that’s sending you the money. -Karla",0,2021-07-01 05:21:03
80,@shaelala93 You're welcome. -Choi,0,2021-07-01 04:23:04
81,"@shaelala93 Hi there! Deposits won't be processed on July 5th due to the holiday, but you may call customer service to speak with a banker should you need assistance. -Choi https://t.co/olzw5ueFSh",1,2021-07-01 04:12:15
82,"@DocVeeheen I see that you're upset. Allow me to have our specialists revisit this matter in more detail and try to help. To get started, please send us a DM with your full name, and phone number that we have on file as well as the type of account in question (no account numbers). -Jules https://t.co/olzw5ueFSh",0,2021-07-01 03:33:26
83,"@killabit I would like to apologize for the experience you had, Bryan. If you change your mind, please look into one of the options we provided to get in touch with us with the information we need from you for further investigation. Thank you. -Ludwicke https://t.co/olzw5ueFSh",0,2021-07-01 03:21:02
84,"@killabit If you prefer, you can call our specialists anytime at 1-800-956-4442. To end us a secure email, you can log on to Wells Fargo Online and click on Email us under Security &amp; Support. For further support, DM us the details we previously requested for our review. Thanks. -Ludwicke https://t.co/olzw5ueFSh",0,2021-07-01 03:10:12
85,@JoRoshone Hi there. Thank you for bringing this to our attention. Please DM us the exact address of the ATM/branch involved and more details about your concern for us to look into (no account numbers). Thank you. -Ludwicke https://t.co/olzw5ueFSh,0,2021-07-01 02:54:50
86,"@killabit I'm sorry for the inconvenience this has caused. Please send us a DM with details of your situation, and include your name, address, and phone number. We'll look into this and contact you for assistance. -Choi https://t.co/olzw5ueFSh",0,2021-07-01 02:16:49
87,"@B1GO_66 Please send us a DM with details of what happened, along with your name, address, and phone number. -Choi https://t.co/olzw5ueFSh",0,2021-07-01 01:52:09
88,@B1GO_66 I'm sorry you've decided to leave. We' like to know what led to your decision (don't mention account numbers) for us to address your concern. -Choi,0,2021-07-01 01:38:27
89,"@fcmatt_ We hope you'd allow us a chance to address your concerns. Without mentioning account numbers, let us know how we can help. -Choi",0,2021-07-01 01:14:05
90,@fcmatt_ What made you feel this way? Please let us know (no account numbers) and we'll do our best to help. -Choi,0,2021-07-01 01:04:41
91,@vaccineguru I saw your tweet and am sorry this has been your experience. I would like to address any issues you are having. Do you mind telling us more about this matter in a DM? For your privacy please do not include any account numbers in your responses. -Serge https://t.co/olzw5ueFSh,0,2021-07-01 00:58:33
92,@vaccineguru I'm sorry if you encountered any delays. Let us know if you still need our assistance. -Choi,0,2021-07-01 00:34:25
93,@jesscavanaugh I see you're frustrated. We're here if you need our assistance. -Choi,0,2021-06-30 23:58:10
94,"@GearDown10 Our employees, customers and communities safety remains our top priority. We continue to follow our existing safety practices which includes wearing a mask while in a Wells Fargo location. For more support, please call us at 1-800-869-3557. -Choi https://t.co/olzw5ueFSh",0,2021-06-30 23:52:29
95,"@BitchRabid Thank you for bringing this to our attention, we would like to look into this further. Please send us a DM with the link and additional information. -Angel https://t.co/olzw5ueFSh",0,2021-06-30 23:50:54
96,@kidfresh89 Hello there. What happened? Let me look into your concern and do my best to help. Please DM us with more details about your situation (no account numbers). Thank you. -Ludwicke https://t.co/olzw5ueFSh,0,2021-06-30 23:36:15
97,"@DrDebD I'm sorry for the frustration this has caused. Please allow us to research this. Send us a DM with your name, address, and phone number. -Choi https://t.co/olzw5ueFSh",0,2021-06-30 23:09:32
98,"@geoffkryten Hi, Geoff. If you need help with your situation, please DM us with more details about your concern for us to look into (no account numbers). Thank you. -Ludwicke https://t.co/olzw5ueFSh",0,2021-06-30 23:02:55
99,"@lindellgirl Hi. We responded to your DM, please review it when you can. Thank you. - Alex",0,2021-06-30 22:23:01
100,"@TurkF_Baby I am truly sorry to hear about your experience. I would like to investigate this further for you. So I can look into this, please share more details in a DM and include your full name and phone number (no account numbers). We're here to help. -Juana https://t.co/olzw5ueFSh",0,2021-06-30 21:49:51
101,"@lindellgirl Hello, we are sorry to hear this. Please DM the address of the branch and other relevant details that can help with our review (no account numbers). Thank you. - Alex https://t.co/olzw5ueFSh",0,2021-06-30 21:39:47
102,@TurkF_Baby I am sorry to see that. We'd like to have a better understanding of what made you feel this way. Please send us a DM with more details without sharing account numbers. -Lacie https://t.co/olzw5ueFSh,0,2021-06-30 21:26:22
103,"@ENielsAnderson Hello, that is certainly not the experience we want you to have. Please send a DM with more details about what happened and the address of the branch where this incident occurred. To ensure your privacy, do not include any account number in the DM. Thank you. -Angie",0,2021-06-30 20:34:23
104,@Ibel1 Lo lamento sinceramente y me gustaría aprender más sobre tu experiencia. Envíanos un mensaje directo con más detalles (sin números de cuenta). Gracias. -Anthony,0,2021-06-30 20:13:58
105,@keeshkali I would like to make sure we address any issues you are having. Do you mind telling me more about your experience with us in a DM (no account numbers)? -Irvin https://t.co/olzw5ueFSh,0,2021-06-30 19:50:47
106,"@GraggTammy Thanks for replying, I can see how concerning this is. I have confirmed that your concerns are still being reviewed. The support team will reach out to you directly, when they have an update for you. If you need further assistance, please send a DM with details. -Kyle https://t.co/olzw5ueFSh",0,2021-06-30 19:45:52
107,"@AfroHenMuva Hello, we are truly sorry this has been your experience. I'd like to share your concerns. Please DM us your full name, phone number, and other relevant details that can help with our review (no account numbers). Thank you. - Alex https://t.co/olzw5ueFSh",0,2021-06-30 19:45:10
108,"@lil_city_life ... I would to have my support team review this situation more for you. To do so, please send us a DM, with your full name and number (no account numbers). -Juju",0,2021-06-30 19:17:00
109,"@ohhlondraa I am truly sorry to hear about your experience. I would like to have our support team review the concerns you mentioned. Please send us a DM with your name, phone number, and address (no account numbers). -Lacie https://t.co/olzw5ueFSh",0,2021-06-30 18:46:27
110,"@lluvi0sa Hi there, I responded to your DM, please review it when you can. Thank you. -Angie https://t.co/olzw5ueFSh",0,2021-06-30 18:39:36
111,"@gupta_suhas I understand how this would be frustrating, Suhas. Let me look into this for you. To get started, please share your full name, phone number, current mailing address, and referenced property address in a DM (no account numbers). Thanks in advance. -Nick https://t.co/olzw5ueFSh",0,2021-06-30 16:35:04
112,"@JoeFallon Hello, I appreciate you reaching out. Please visit: https://t.co/7X5OSMu9Ok, for further information. Thank you. -Angie",0,2021-06-30 16:23:08
113,@HardbodyShae I'm sorry to see this. What made you feel this way? Please send us a DM with more details (no account numbers). I'd like to have a better understanding of your situation and see how I can best assist you. -Juana https://t.co/olzw5ueFSh,0,2021-06-30 16:16:02
114,"@5by7designs I am truly sorry to hear about your experience. I would like to investigate this further for you. So I can look into this, please share more details in a DM and include your full name and phone number (no account numbers). We're here to help. -Juana https://t.co/olzw5ueFSh",0,2021-06-30 15:40:29
115,@Elainabus It's clean too! Enjoy the jersey.,3,2021-06-30 15:17:05
116,"@slaydelconnix Hello, we are sorry this has been your experience. Please send us a DM with more details about what occurred. For security purposes, please don't include any account numbers. I'd like the chance to try and help. - Alex https://t.co/olzw5ueFSh",0,2021-06-30 15:01:18
117,"Hear from our employees, representing a variety of backgrounds and perspectives, as they share their interpretations of this year’s Pride Month theme: “We Are Stronger Together.”",11,2021-06-30 14:44:46
118,@AdaptorRetire I would like to make sure we address any issues you are having. Do you mind telling me more about your experience with us in a DM (no account numbers)? -Irvin https://t.co/olzw5ueFSh,0,2021-06-30 14:38:15
119,"@princesswap_ We’re sorry to hear about your experiences and we ask you to please send a DM with details for us to look into.   Also, Wells Fargo’s Employee Assistance Consulting (EAC) is a confidential resource for employees available 24/7 @1-888-327-0027 for work or personal concerns.",0,2021-06-30 13:28:39
120,@janeviv27994155 Please send us a DM and share more details (no account numbers) about the deposit that you mentioned. We're here to help. -Karla https://t.co/olzw5ueFSh,0,2021-06-30 12:27:19
121,"@ambitiousthirst I see that you're upset. If you wish to discuss this in more detail, please let us know through a DM (no account numbers). -Jules https://t.co/olzw5ueFSh",0,2021-06-30 06:45:02
122,@drxinch … to check the phone number that you need to call and corresponding calling limitations based on the country where you’re currently located. We’ll verify your identity and give you the help you need. -Karla,0,2021-06-30 06:24:50
123,@drxinch Receiving your Advanced Access code through push notification to your Wells Fargo Mobile® app may be available to you as an option if you’re traveling internationally. You can also call us toll-free from most countries outside the U.S. Please go to https://t.co/z1m6WsIlVb ...,0,2021-06-30 06:24:34
124,"@tameralashag What's going on, Tamera? Please tell us more about your banking experience in a direct message, and I'll try my best to assist. Do not mention account numbers in your reply. Thanks! -Ian https://t.co/olzw5ueFSh",0,2021-06-30 06:20:27
125,@sheznic Hello! Can you fill me in on what's going on (no account numbers)? I'd like to know more about your reason for saying this and try to help. -Jules,0,2021-06-30 06:15:49
126,"@Nana_Bellaa I'd like to know more information about your experience that made you say this. Without sharing account numbers, can you share more information? -Jules",0,2021-06-30 05:22:48
127,"@coryyyymario I'm sorry if you feel this way about us. For immediate assistance, please call 1-800-869-3557. If you need further help, DM us with more information and your mom's full name, phone number, and address (no account number). Thanks. -Roger https://t.co/olzw5ueFSh",0,2021-06-30 05:11:51
128,@PegThePigs Please send us a DM with specifics (no account numbers) about your concerns. We'd like to have an opportunity to assist. -Karla https://t.co/olzw5ueFSh,0,2021-06-30 04:48:46
129,"@readertakesall Hi! I'm sorry to hear you feel this way. If you wish to discuss this matter in more details, please send us a DM and tell us additional information about your experience (no account numbers). -Jules",0,2021-06-30 02:44:44
130,"@ArcadiaATL We would like a chance to help visit your concerns. If you would ever like us to do so, please send us a DM with the previously asked information. We will do our best to try to help. -Juju",0,2021-06-29 23:42:55
131,"@Britster1821 Hello, Brittany. I'm sorry to hear this. I have responded to your DM, please let us know if you have any additional questions. -Angel",0,2021-06-29 23:29:56
132,@TheycallmeNIQUE I've sent you a DM regarding this. Please check it out when you have the chance. -Suzette,0,2021-06-29 22:58:45
133,"@ArcadiaATL I noticed your tweet and I'm sorry you feel this way. Without sharing any account numbers, please send a DM with more details about what occurred. –Angel https://t.co/olzw5ueFSh",0,2021-06-29 22:42:45
134,@ughhNikki Hi there! Please call us at 1-800-956-4442 to speak with a banker for immediate help with this Bill Pay concern. -Richard,0,2021-06-29 22:35:13
135,"@iamrhondamary Hello, Rhonda. I can understand how frustrating it would have been to not be able to get your funds. If you would like us to look more into this for you, please send us a DM, with your full name, number, and any more details about your situation. -Juju https://t.co/olzw5ueFSh",0,2021-06-29 22:30:16
136,"@cmillyondabeat We would like the opportunity to help, please send us a DM with your full name, phone number and address (no account numbers). -Angel https://t.co/olzw5ueFSh",0,2021-06-29 21:55:13
137,@kissphoria Thank you for bringing this to our attention. We have reported this page. If you have clicked on any links or provided any information to this account please contact us at 1-866-867-5568 immediately. -Aud,1,2021-06-29 21:43:05
138,"@Cvrotts I noticed your tweet and this is not the experience we want you to have. Without sharing any account numbers, please send a DM with more details about what occurred. –Angel https://t.co/olzw5ueFSh",0,2021-06-29 21:28:25
139,"@cmillyondabeat I can see that you're upset. I would like to have our support team review the concerns you mentioned. Please send us a DM with your name, phone number, and address (no account numbers, no claim numbers). -Lacie https://t.co/olzw5ueFSh",0,2021-06-29 21:09:42
140,"@SnapBxck I noticed your tweet and this is not the experience we want you to have. Without sharing any account numbers, please send a DM with more details about what occurred. –Angel https://t.co/olzw5ueFSh",0,2021-06-29 20:49:40
141,"@merikuros Let me know what's going on through DM. I'd like to know what I can do to help and change your view of Wells Fargo. For security reasons, don't include account numbers. -Suzette https://t.co/olzw5ueFSh",0,2021-06-29 20:43:45
142,"@MizzaTorrez Hello, I’m truly sorry to see this. In a DM, please provide more details as to what happened to make you feel this way. For your security, please don't include any account numbers. I will try my best to help. -Angie https://t.co/olzw5ueFSh",0,2021-06-29 20:10:45
143,"@earringdealer We'd like the chance to look into what happened. DM us your name, address, phone number, and relevant details. For your protection, don't share account numbers. -Suzette https://t.co/olzw5ueFSh",0,2021-06-29 20:05:38
144,"@chrisromero Hello, Chris. Thank you for sharing this. I can confirm this is not a text message that was sent from us. The information has been reported, and we appreciate your time in sharing this. - Alex",0,2021-06-29 19:50:42
145,"@okayyyjordan I am sorry to see this. I would like to further review this for you. If you’re willing, please send us a DM with more information (no account numbers). We're here to help. -Juana https://t.co/olzw5ueFSh",0,2021-06-29 19:47:33
146,@bobbydarnell I would like to make sure we address any issues you are having. Do you mind telling me more about your experience with us in a DM (no account numbers)? -Irvin https://t.co/olzw5ueFSh,0,2021-06-29 19:32:33
147,@MiloneIan I would like to have a better understanding of your situation. Please send us a DM with more details without sharing account numbers. I will do my best to help you. Lacie https://t.co/olzw5ueFSh,1,2021-06-29 19:01:30
148,"@endlessxoxo Hello. I noticed your tweet and this is not the experience we want you to have. Without sharing any account numbers, please send a DM with more details about what occurred. –Angel https://t.co/olzw5ueFSh",0,2021-06-29 18:57:19
149,@selenaamarie3 I would like to make sure we address any issues you are having. Do you mind telling me more about your experience with us in a DM (no account numbers)? -Irvin https://t.co/olzw5ueFSh,0,2021-06-29 18:55:39
150,@snobunnysky What happened? Please share more details in a DM about what made you feel this way. For your privacy please do not include any account numbers. We are here to help. -Serge https://t.co/olzw5ueFSh,0,2021-06-29 18:41:49
151,"@yngskywalker67 I saw your tweet and can understand your frustration. I would like to share your concerns. Please DM us with more details, as well as your full name and phone number (no account numbers). -Serge https://t.co/olzw5ueFSh",0,2021-06-29 18:29:20
152,@swaggieaggie I would like to make sure we address any issues you are having. Do you mind telling me more about your experience with us in a DM (no account numbers)? -Irvin https://t.co/olzw5ueFSh,0,2021-06-29 18:16:58
153,"@spookylilj Hi, there. I sent you a DM, please review it when you can. Thank you. -Angie https://t.co/olzw5ueFSh",0,2021-06-29 18:07:27
154,"@loooforme Hello. I'm sorry to hear you feel that way. That's not the perception we want you to have of us. Without sharing account numbers, please tell us more about your experience via DM. I'll do my best to try to help. -Juju",0,2021-06-29 17:32:45
155,"@pudgeylumpkins I'd like to review your experience and look into your feedback. Please send us a DM with more details, without including account numbers, along with your full name, phone number, and address. -Richard https://t.co/olzw5ueFSh",0,2021-06-29 16:42:21
