,tweets,likes,time
14,@Sunil26342126 Hi Sunil. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-07-02 15:06:33
15,@BobWanga2 Hi Bob. Let's see what we can do to help. Look out for a DM with next steps.,0,2021-07-02 15:05:40
16,@dougggcat Hmm. Let's see what we can do to help. Look out for a DM with next steps.,0,2021-07-02 15:03:53
17,@james_azam Hi James. Have you already tried recovering your account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-07-02 14:59:51
18,@LANXGAN Hi there. Let's see if we can help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-07-02 13:08:10
19,@pawandhanush Hi Pavan. Let's see what we can do to help. Look out for a DM with next steps.,0,2021-07-02 13:06:03
20,@BaddestMedia Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-07-02 12:13:02
21,@luzdloscaballos Hi Amy. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-07-02 09:38:49
22,@VinodKu31950058 Hi Vinod. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-02 08:44:19
23,"@Hemant80356772 Hi Hemant. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",0,2021-07-02 08:43:32
24,@RokadeMugdha Hi Mugdha. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-02 08:42:50
25,@BestCrewOnTV Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-07-02 08:41:11
26,"@thormee_ Hi Tommy. Are you getting a specific error message when you try signing into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,2021-07-02 08:40:28
27,@Dayanan57815391 Hi Dayanand. Let's see what we can do to help. Look out for a DM with next steps.,0,2021-07-02 08:29:51
28,"@Al74397797Ali Hi there. Just to confirm, have you already tried recovering your Google account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.",0,2021-07-02 08:26:47
29,@Aryan44134561 Hi Aryan. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-02 08:26:07
30,"@BSapnir Hi Bhalara. Without revealing your email address, tell us more about what's going on with your Google account. We'll see what we can do to help.",0,2021-07-02 08:25:35
31,@JAGATJY33432240 Hi Jagatjyoti. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-02 08:24:39
32,@HAZIQDANISHEggs Hi there. This guide may help recover your account: https://t.co/9TvlaPDaw2. Any luck?,1,2021-07-02 08:23:35
33,"@Shhuraj1 Hi Shhuraj. Just to confirm, have you already tried recovering your Google account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.",0,2021-07-02 08:20:19
34,"@ak6998792 Hi Amit. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",0,2021-07-02 08:19:33
35,@PooranGehlot Hi Pooran. Did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-07-02 08:18:35
36,@__a4av8n5h_____ Hi Aravinth. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-07-02 08:17:15
37,"@BhobeshBoruah Hmm. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",0,2021-07-02 08:16:16
38,@SonkarSmita Hi Smita. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-02 08:09:41
39,@abhishekmsd5 Hi Abhishek. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-02 06:06:18
40,"@SohilSh92739316 Hi Sohil. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",0,2021-07-02 06:05:47
41,@ifarhanofficial Hi Farhan. Have you already tried recovering your Google account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-07-02 06:05:03
42,@Manepallys Hi Sandeep. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,1,2021-07-02 05:36:19
43,"@arup_majumder Hi Arup. Are you getting a specific error message when you try signing into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,2021-07-02 05:17:55
44,"@mo0shromm Hi there. This guide may help: https://t.co/ZOHEKMRY8d. If something looks out-of-line, we suggest adding extra layers of security to your Google Account with these tips: https://t.co/HpAgO5vEEy.",0,2021-07-02 05:13:03
45,@ChetankumarVJ Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-02 04:46:48
46,@ayodhya99382737 Hi Ayodhya. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-02 04:46:22
47,@Sahilku50338953 Hi Sahil. Let's see what we can do to help. Look out for a DM with next steps.,1,2021-07-02 04:45:53
48,@dougggcat Hi there. Did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-07-02 04:42:52
49,"@karlcaoile2 Hi Karl. Just to confirm, have you already tried recovering your Google account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.",0,2021-07-02 04:40:36
50,@imminanath Hi Minanath. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-02 04:40:09
51,"@porkingclaus Hi there. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",0,2021-07-02 04:25:08
52,@Raju07143 Hi Raju. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-02 04:11:42
53,@AkashGh08921399 Hi Akash. Let's see what we can do to help. Look out for a DM with next steps.,0,2021-07-02 04:11:10
54,@AdarshWaskle Hmm. Try these tips if you're having issues with 2-Step Verification: https://t.co/QBOhSJTMiS. Keep us posted.,0,2021-07-02 04:09:21
55,@KryanLightning Hi Ciarán. Have you already tried recovering your account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-07-02 04:07:47
56,@PhDShaun Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-07-02 04:05:43
57,"@Kananimeet3 Hi Kanani. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,2021-07-02 04:04:48
58,@9AmanAnand Hi Aman. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-02 04:04:19
59,@KhushiBack Hi Krishna. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,1,2021-07-02 03:59:57
60,"@MilesMagnifico Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,2021-07-02 03:59:22
61,@javidhasan Hi Javid. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-02 03:36:44
62,"@HabibCham Mind if we jump in? If the account was deleted recently, try these steps to restore it: https://t.co/6gCYZSO9DW. Hope that helps.",0,2021-07-02 02:58:23
63,"To support Native-owned small businesses impacted by COVID-19, @googleorg provided the National Congress of American Indians with a $1.25M grant. Learn how this @NCAI1944 grant is helping Native-owned businesses, like @skalucero's → https://t.co/SlZSrilpsn https://t.co/ysiQ0yBsj4",282,2021-07-01 20:46:18
64,"RT @madebygoogle: A picture paints a thousand words—and could help you score $5K ✨

In partnership with Google’s Creator Labs, Aperture wil…",0,2021-07-01 18:32:01
65,@Bullbaby8 Hmm. Do you have 2-Step Verification enabled? Try these tips if you're unable to receive a code: https://t.co/QBOhSJTMiS. Keep us posted.,0,2021-07-01 17:54:09
66,"RT @Googleorg: To support Native-owned SMBs impacted by #COVID19, we provided a $1.25M grant to @NCAI1944. More on the relief program &amp; how…",0,2021-07-01 17:43:40
67,"@MdBasitAz Hi, Basit. Let's try connecting you with the Drive support team. Go here to get a call back: https://t.co/HASKZpkvJA. Have a great day!",0,2021-07-01 17:34:41
68,"@PrabhakaranMP15 Hi, Emperor. The call recording disclosure is in place to protect the privacy of all users. Feel free to refer to https://t.co/KZbUaxnIam for additional context. Also, we aim to make the app even better over time, so please continue sharing your thoughts with us.",1,2021-07-01 17:17:21
69,"@nissytheodore19 Hi, Nissy. Mind if we jump in? We're sorry to hear that. The team is working hard to make the app better over time. Please continue to help us improve by sending a feedback within the app by clicking the Menu button then 'Help &amp; Feedback' and tap on 'Send Feedback'. Thank you.",0,2021-07-01 17:12:09
70,"@satishramcn Hi, Satish. Due to the Reserve Bank of India's new eMandate, you can’t change your existing plan. To get a different plan, you’ll need to cancel your existing plan and subscribe to a new one. More info: https://t.co/YpFzhen3SX",0,2021-07-01 16:17:50
71,Actress and advocate @lavernecox shares her all-time favorite movies and TV shows that shaped her life in the premiere episode of Google TV's #WatchWithMe. Check out the full episode and Laverne's complete watchlist → https://t.co/6miRlFmMKl #GoogleTV https://t.co/IRYSjdTIUo,319,2021-07-01 16:00:30
72,@sunkissedtaz Hi there. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-07-01 15:32:24
73,"@hustlingmadrasi Hi, Harish. Have you tried the steps here to fix any payment issues with your Google account: https://t.co/afBTpzFBTI?",0,2021-07-01 15:26:15
74,"Infinite Herbarium is a new tool that lets you photograph two plants from the world around you. Then, using machine learning, it classifies the plants and uses them to build an educational multi-dimensional artwork. Learn more → https://t.co/raWY7UMjZp  🌿 https://t.co/kcHqoblZDa",373,2021-07-01 15:19:34
75,@jjaseyraee Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-07-01 15:02:28
76,@mickey20554953 Hmm. Have you already tried recovering your account using the steps here: https://t.co/CJQaJUestl? These tips may help: https://t.co/vQSZikgg8E. Keep us posted.,0,2021-07-01 14:45:33
77,@gvikas631 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-07-01 14:42:48
78,@ChristofTv Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-07-01 14:40:08
79,@Edward753410711 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-07-01 14:31:03
80,"@Dutchmile Hmm. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",0,2021-07-01 14:27:01
81,"@JustinS56996417 Hmm. Are you getting a specific error message when you try signing into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsvbZb.",0,2021-07-01 14:23:30
82,@officiallokesh_ Hmm. Have you already tried recovering your account using the steps here: https://t.co/CJQaJUestl? These tips may help: https://t.co/vQSZikgg8E. Let us know.,0,2021-07-01 14:21:12
83,@OdeyemiAbiodu15 Hmm. Let's see what we can do to help. Look out for a DM with next steps.,0,2021-07-01 14:02:06
84,@69_tanmay Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-07-01 13:57:48
85,@FastestIslam Hmm. Let's see what we can do to help. Look out for a DM with next steps.,0,2021-07-01 13:56:42
86,@d_winsi_O Hmm. Let's see what we can do to help. Look out for a DM with next steps.,0,2021-07-01 13:53:24
87,@ndikuothayu Hi there. Have you already tried recovering your account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,1,2021-07-01 12:19:59
88,@karishmajashani Hi Karishma. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-07-01 12:19:54
89,@infernoiqbal Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-01 12:03:59
90,@iOSInk Hi Harsha. Could you please tell us more about what's going on with your Google Search? We'll see what we can do to help.,0,2021-07-01 09:53:01
91,@quackyardigan Hi there. Try these steps to change the language of your Google Assistant: https://t.co/sLTyxWBzMw. Let us know if this helps.,0,2021-07-01 09:52:28
92,@vzstfu Thanks for letting us know. Feel free to reach out if you have any other Google Assistant questions in the future.,1,2021-07-01 09:51:44
93,@hashtagfaraz Hi Faraz. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-01 09:43:57
94,"@Amandeep8129 Mind if we jump in, Amandeep? Try the troubleshooting steps in this guide to fix the issue with the Google app (See section ""Try fixing the Google app""): https://t.co/JswPueNU5S. Keep us posted.",1,2021-07-01 09:39:49
95,@ParkourGaming1 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-07-01 09:29:51
96,"@bionicsss Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,2021-07-01 09:28:22
97,@Iamaddas1 Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-07-01 08:25:20
98,"@Abby89760788 Hi Abby. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",0,2021-07-01 07:19:10
99,"@Mr_Coderr Hi Alex. If she sends us a tweet, we'll see what we can do to help. In the meantime, make sure she's completed the steps at https://t.co/CJQaJUw3RV.",0,2021-07-01 04:36:17
100,@SoumodipMisra6 Hi Soumodip. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-01 04:33:28
101,"@its_MaLady Ah, it may not be working. Are you following @Google on Twitter? Try unfollowing &amp; following again. Let us know once you have.",0,2021-07-01 04:32:49
102,"@AysFPS Hi there. Just to confirm, are you still able to sign into your account? Let us know.",0,2021-07-01 03:25:51
103,@SarikaLokhande8 Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-07-01 03:24:53
104,@f5de7199608846a Hi Bibhas. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,1,2021-07-01 03:21:48
105,@SHAHG6678 Hi there. Did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-07-01 03:20:45
106,@YosefNBA Hi there. We may need to check if the file or folder may have been shared publicly. Learn more about how to control your sharing settings here: https://t.co/ZhgdhkkFrF. Let us know if that helps.,1,2021-07-01 01:17:04
107,@BunnyHoppingMad Hi there. Thanks for reaching out! You can follow the instructions here to recover your account: https://t.co/82GDbFZdwU or start the process here: https://t.co/DSI46SkCBC.,0,2021-07-01 01:14:26
108,"“Active mentorship is crucial for kids in the digital age."" 

This #SocialMediaDay, check out our guide to help your family understand the positives and negatives of social media and decide together how it fits into your lives. https://t.co/BXmXPq5NHE #GoogleFamilies",299,2021-06-30 22:02:38
109,@Innocent__Freak Hmm. Let's see what we can do to help. Look out for a DM with next steps.,0,2021-06-30 18:23:08
110,"@elreyking8 Hmm. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",1,2021-06-30 17:41:34
111,@ligrn Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-06-30 17:38:15
112,@Rizwan10749491 We do want to help. Please follow @Google on Twitter and let us know when you have so we can take this to DM.,0,2021-06-30 17:36:57
113,@JustinNation6 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-06-30 17:33:54
114,@multipurpose Hmm. Have you already tried recovering your account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-06-30 17:28:02
115,@Fortune93594006 Hi there. Have you already tried recovering your Google account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-06-30 17:27:34
116,"@FGKPZ Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,2021-06-30 17:24:36
117,"RT @googleeurope: 💪 We all rise, with more eyes!  As professional women’s sport continues to fight for more exposure, we are partnering wit…",0,2021-06-30 17:11:55
118,@SushilY67151524 We do want to help. Please follow @Google and let us know when you have so we can share next steps.,0,2021-06-30 17:00:33
119,@Nishant40332773 Hi Nishant. Let's see what we can do to help. Look out for a DM with next steps.,0,2021-06-30 16:42:59
120,It’s time to play ball! Head to Google to vote for your favorite @MLB players for this year’s MLB All-Star Game before voting ends tomorrow → https://t.co/p6AxLnfkLQ ⚾ https://t.co/Gp26lnPzae,240,2021-06-30 16:05:05
121,@ILUCKY55150305 Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1,2021-06-30 15:42:25
122,@BunnyHoppingMad Hi there. Can you try the steps listed here to find your file? https://t.co/9znOCYGiEw. Keep us posted.,0,2021-06-30 15:42:22
123,"Being #SaferWithGoogle is simple with Security Checkup. In our newest Google Security Expert video, Camille Stewart (@camilleesq) explains why you should take a Security Checkup to protect your Google Account. https://t.co/g0DFmzcRCZ https://t.co/nHcfQ79gTr",240,2021-06-30 15:01:13
124,"@BunnyHoppingMad Hi again. Just checking in, are you still facing this issue? Let us know. We’re here to help.",0,2021-06-30 14:28:25
125,@Mtxtm7 Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-06-30 13:21:25
126,@eevee2tails Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-06-30 12:58:08
127,@ScientificFac13 Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-06-30 11:19:15
128,"@SatyamDiwan8 Hi Satyam. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",0,2021-06-30 09:46:44
129,@n_vibess Hi there. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-06-30 09:46:21
130,@prakashomgupta Hi Om. Try these tips if your 2-Step Verification Code isn't arriving: https://t.co/QBOhSJTMiS. Keep us posted.,0,2021-06-30 09:13:21
131,"@ellei29448738 Hi Ellei. Just to confirm, are you still able to sign into your Google account? Let us know.",0,2021-06-30 09:10:32
132,"@pathakrohit15 Hi Rohit. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,2021-06-30 09:06:20
133,"@mesutbozbey_ Hi Mesut. Just to confirm, are you still able to sign into your account? Let us know.",0,2021-06-30 08:46:54
134,@SonuBai61826551 Hi Sonu. Let's see what we can do to help. Look out for a DM with next steps.,0,2021-06-30 08:29:00
135,@AsmrFerrum Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-06-30 07:26:57
136,"@AmitAgarwal9 Hi Amit. If he sends us a tweet, we'll see what we can do to help. In the meantime, make sure he's completed the steps at https://t.co/CJQaJUw3RV.",0,2021-06-30 07:19:19
137,"@vzstfu You're welcome! Just to check, did the above suggested steps work? Let us know.",1,2021-06-30 07:10:09
138,@Ateet86013242 Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-06-30 06:46:26
139,@Ecg05official Hi there. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,1,2021-06-30 06:45:58
140,@happinessstream Hi there. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know,0,2021-06-30 06:12:29
141,@xtrey10x1 Hi there. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-06-30 05:32:19
142,@praveen7apk Hi Praveen. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-06-30 05:31:26
143,"@CharlieCurrie Hi Charlie. If she sends us a tweet, we'll see what we can do to help. In the meantime, make sure she's completed the steps at https://t.co/DcvJHac0a4.",0,2021-06-30 05:20:42
144,@SahaKapil Hi Kapil. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-06-30 05:16:40
145,@hardikthakur04 Hi Hardik. Have you already tried recovering your account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-06-30 05:05:30
146,"@Susheel15450809 Hi there. You can skip that step using ""Try another way"" but we suggest answering all questions as best as you can. Keep us posted.",0,2021-06-30 05:03:51
147,"@Sami57401197 Hi Sami. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,2021-06-30 04:51:58
148,@SaxeMauricede Hi there. Do you have 2-Step Verification enabled? Try these tips if you're unable to receive a code: https://t.co/QBOhSJTMiS. Keep us posted.,1,2021-06-30 04:07:41
149,"@donafatibenosi1 Hi there. Are you getting a specific error message when you try signing into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,2021-06-30 04:04:57
150,"@Mimi4timesover Hi there. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",0,2021-06-30 04:04:28
151,@Abdulra15044888 Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,2021-06-30 03:54:12
152,"@drhacked7143 Hi there. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.",0,2021-06-30 03:51:46
153,"@AppleAtiny Hi Nadine. Are you getting a specific error message when you try signing into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,2021-06-30 03:33:46
154,@pacmanp1 Hi Paxton. Do you have 2-Step Verification enabled? Try these tips if you're unable to receive a code: https://t.co/QBOhSJTMiS. Keep us posted.,0,2021-06-30 03:20:13
155,@Aman91039478 Hmm. Let's see what we can do to help. Look out for a DM with next steps.,0,2021-06-30 03:12:23
156,@sanjeevajoshi4 Hi Sanjeeva. Let's see what we can do to help. Look out for a DM with next steps.,1,2021-06-30 02:31:11
157,RT @GoogleStartups: The last year was a learning experience for many of us -- including the travel and tourism startups in @GoogleStartupES…,0,2021-06-29 22:23:46
158,@brghtpsmjkrn Hi there. Did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-06-29 17:46:39
159,"@Mandeep77815443 Hi, Mandeep. The team is working hard to make the Phone app better over time. Please continue to help us improve by sending a feedback within the Phone app through clicking the Menu button then the 'Help and Feedback' option and tapping on 'Send Feedback'.",0,2021-06-29 17:16:11
160,"@Mandeep77815443 Hi, Mandeep. Mind if we jump in? We're sorry to hear that. The reason Google has a disclaimer for call recording is to respect all parties and their privacy. Thank you for taking the time to provide this feedback to us. We greatly appreciate it.",0,2021-06-29 17:12:43
161,"@ar4chaudhary Hi, Abdulrehman. Mind if we jump in? We're sorry to hear that. The team is working hard to make the app better over time. Please continue to help us improve by sending a feedback within the app by clicking the Menu button then 'Help &amp; Feedback' and tap on 'Send Feedback'.",0,2021-06-29 17:07:42
162,@kum_unil Hi Suníl. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,2021-06-29 16:47:08
163,"People worldwide refer to COVID-19 vaccines by many different names — ‘Coronavaccin Pfizer,’ ‘mRNA-1273’ and ‘CoVaccine,’ to name a few. With MUM, we identified over 800 variations in more than 50 languages, making Search results more helpful globally → https://t.co/hqnHx1OHoD",382,2021-06-29 16:45:00
164,"Last year we set a goal to operate everywhere with 24/7 carbon-free energy by 2030. Today we’re releasing the 2020 carbon-free energy percentages for all Google data centers, as well as overall progress on the road to our 2030 goal → https://t.co/qOxLw6hGqb",455,2021-06-29 16:10:33
165,@goldenykoo Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1,2021-06-29 16:02:41
166,"@Phaylm Hi there. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",0,2021-06-29 15:30:51
167,"RT @GoogleDoodles: Happy 115th birthday to Mexican folk artist Pedro Linares López🇲🇽

Today's papier-mâché #GoogleDoodle features a recreat…",0,2021-06-29 14:24:55
168,"@daniya_harshad Hi Harshad. Are you getting a specific error message while trying to sign into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,2021-06-29 13:25:16
169,@ShivamThapliy19 Hi Shivam. Did you try resetting your password by completing the steps on this page: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,2021-06-29 13:17:58
